light_intensity,soil_moisture,soil_temperature,air_humidity,air_temperature,Yield
499.63209507788997,86.05714451279329,28.299848545285126,67.89267873576293,14.680559213273096,low
324.79561626896214,14.646688973455957,31.654403644373378,68.0892009394567,31.242177333881365,med
216.46759543664194,87.59278817295954,30.811066020010543,36.987128854262096,15.454749016213018,low
346.72360788274705,34.33937943676302,23.11891079080595,54.55560149136926,18.736874205941255,low
689.4823157779035,21.15950885216335,17.303616213380455,49.308947463495336,23.682099526511077,med
828.1407691144109,25.973902572668777,22.85586096034029,67.39316550896339,11.393512381599932,low
686.0358815211507,23.64192989498332,11.626289824631987,95.91084298026666,38.96896099223678,low
846.7178784931689,34.36910153386965,12.441802850159597,74.73864212097254,23.20457481218804,med
297.63058787582304,49.614152808901615,10.85971302788046,92.74563216630257,17.763399448000506,low
730.0178274831856,34.93688608715288,23.00170052944527,63.73682234746237,15.545633665765811,med
975.6677022116469,72.01062586888916,33.48747353910473,91.5861880342119,27.936999364332554,med
937.4993880184935,17.07940016415356,14.89957156047863,23.618183112843045,19.759909922897933,low
510.9418317515856,31.70792254191167,30.718437728798232,48.540266135487144,18.428035290621423,med
634.1568665265988,21.27393799798101,30.054924518850992,25.964051494381664,39.60660809801552,low
817.7958154373259,25.897254522733792,10.13805292809006,85.23691427638673,31.205720315428515,low
783.2057344327899,71.70162773487566,11.85111629335226,48.67725828354181,13.476071785753891,med
890.4827407004748,59.86385014620463,18.27245062131623,25.084668022881893,19.329469651469864,low
460.14665762139765,68.36849426704512,25.93893678388033,90.97701940610612,24.16644775485848,med
295.67539675064137,67.0595829778396,29.019626215422434,64.9021758055597,33.12901539863683,med
595.0364770915126,51.818626350559526,20.68852545896374,22.033530139527613,13.236742809799134,low
225.1433485493874,60.91283290110243,17.858899526908168,60.685655293176225,37.22699421778279,med
399.4337833190999,42.830633842850375,28.888778463576216,38.3038532393298,12.309397294863789,low
431.80116233101444,22.897702980320354,33.242441308564324,84.64963036515336,29.002112695312704,low
897.1684721501741,74.29376615192916,14.664251472150896,91.40471987919823,26.18026725746952,med
845.95212413125,81.68730399387945,17.950086874296595,28.80415396221414,16.83805487625825,low
541.686230901005,75.44118127379944,31.518264581408587,20.556170442495258,25.32241907732697,med
533.9288025190232,27.76862483765842,12.99663418334207,47.00921371229023,38.287291117375574,low
458.5623456166042,51.50324973946929,27.575473972379445,49.09036819034352,39.15346248162882,low
969.957835953689,30.142583666029132,22.431212647309636,44.07026478534157,18.545214831324028,low
229.50955788362623,58.76514671839175,22.56697558072154,24.118300099999146,18.359393927098346,low
926.612708773323,29.164951253357792,13.622371802280577,59.15622082220504,39.56951362331802,low
393.6442172092003,63.77084379247029,29.04049038321794,39.01100351939198,31.846490458355788,med
494.22650617540256,60.584466447486356,25.838242769022365,62.86197472598068,12.70869310163225,med
868.2419964713904,35.66240519773886,14.662962759996356,23.262011324381113,27.726788295647253,low
742.0514894738259,11.327026314228492,22.802326457482025,38.11966201583503,29.355183712283495,low
339.49314320399316,65.27501904819728,19.668383657513434,94.93839909893876,14.125628324379797,low
472.8530808402068,19.077881699247126,33.11734045696407,90.18714827047847,17.73824883145467,low
727.9872368273433,75.37777601609727,23.880020289986557,62.37204626848052,17.25556872701355,med
274.4822142447194,81.77726063626613,32.51045142908326,70.64811658186144,20.17089373146102,low
479.36765969012873,68.07645430961915,32.42775649881443,90.96691394120938,33.396266375728715,low
713.6253169234302,16.731197199603905,14.040717852365344,91.88433508216634,28.1928717897877,low
207.35764129330371,18.11772342928257,26.587544227701397,20.404926707697495,14.824241542524959,low
638.9870314932689,65.35161581541546,26.299031487565014,37.941544756844785,31.365376640426074,med
389.7992699974401,36.03197585274142,28.662285127950604,71.97063192377718,35.47670231482534,low
726.0903138402747,55.464688266837726,12.341869195702312,49.41726424475468,17.956071030451763,med
395.1917147032668,87.84084438019565,19.82744311666901,91.36372441416907,28.934158779917887,low
835.8490428333188,50.21096744841537,24.422597115658977,59.401415505509114,15.857289633941335,low
777.9616922092042,32.46178899526846,10.607899160786346,71.63778367257342,15.313320382211469,med
952.3668674823315,86.31428616020699,32.871609755511216,49.61269602043555,10.463698495866023,low
942.6548500701803,44.254731865385146,34.16637047609174,97.08959816714022,35.5902836640208,low
435.5591136556685,40.807818288154024,31.278416787921422,45.35376041250221,15.084782400582775,low
645.4410099666801,84.89238193286248,27.400744916874324,65.6048936071492,12.915294813123056,med
692.0057813593357,89.20430800834106,13.5021003809131,61.46637218909894,36.32119215783867,med
792.6148942033635,65.76125927962144,27.56210209967773,48.75929209758041,18.8077553279348,med
847.4889243828109,74.80907157433447,31.676807964502594,93.05924420451771,25.340271965828133,med
601.2130357497597,73.86361431734201,26.24909826944413,76.15735018061628,33.873780083083034,med
912.0042734540531,37.03961254812286,19.389573815998602,27.51855518726952,27.34840422988522,low
228.75381903739367,47.24784145059681,23.566115867689415,42.92330017026275,27.724997817070324,med
224.40019995123953,12.987855099937153,30.565014016491457,48.81525131290103,13.811815379556544,low
617.7946080438435,71.59948424788887,15.39552568742108,69.83123806552001,12.560423949813039,med
241.34537693488616,52.50837052545184,23.515878040252662,70.99439211985653,31.782740011679845,med
980.6816635700277,51.30402786409562,18.073911823531148,83.61489558149628,18.124967537862226,low
551.1771365645088,16.276510507381275,10.633768585386438,97.01187317423401,35.079403615366175,low
756.7793648749583,42.71623555314159,14.332358001771144,32.514963413686885,17.50728694493786,low
639.3813317648965,67.16767381600499,26.504934417943282,42.39471175567543,38.64595841989582,med
790.3175333566148,54.34832420091205,25.293018655858805,53.568004994223195,17.431929685034724,med
484.77814292100925,70.62768883714952,10.359837215743896,29.2858112405533,11.380079260652582,low
232.5830418551761,78.43684672088058,27.59144648450059,57.93390632698602,12.935024819530044,low
593.2927000934659,47.87774166244525,14.33004674775038,54.70813193903784,21.955142031921206,med
692.6800784417732,60.8074920694115,11.132600244301113,49.9690091701177,28.77579747142709,med
602.5090068640702,78.51918729506578,26.467340790473624,33.034754166514375,12.117062422012896,low
713.9354225650525,12.120904843329745,24.64438953183658,95.2184193139966,27.26422533627637,med
510.53594096521755,61.463057475388254,21.456322262287916,63.6493431452748,38.24394426329576,med
508.8821102406194,86.89524510591313,32.63376604890159,35.663290783143715,12.080839026254964,low
280.6224011019413,11.457746052123978,12.36107401889821,74.64054187330855,12.13565945380687,low
455.18050423500904,77.59002487755636,10.581798393395646,85.15747860711487,18.455643243201997,low
294.531862097325,65.73897322913206,25.7235711694971,90.19776108216423,32.05213131411657,low
842.7847443078789,32.562765805704515,14.435988594493072,80.04918013126867,34.20504217801792,low
992.4041136005386,43.00941415291412,19.30045214481958,82.11303685935974,20.224106207590538,low
944.6058604828518,78.67302014744095,20.72485068437546,80.06968542331978,32.63628622254047,low
282.4990950687461,82.20423253436533,22.63130931119643,86.11659728861933,19.601488030918354,low
916.4185827969604,41.13613429873305,10.270941287007458,92.4305581135411,12.738600303584008,low
455.4509100723319,86.0049573640644,33.7651786734389,65.87503104986288,28.95511636509398,med
558.7564175826558,33.456861735845166,18.2166136342479,73.80147648616307,32.5712358831304,med
833.2632349806788,73.16945142356431,12.280152576217258,59.553624376206514,11.726762800499328,low
639.6231058589884,45.32244010987016,32.19260456895749,48.07320100416629,13.512010492828175,med
314.3933456422687,70.92085053739778,25.455451582906527,28.08981408982322,12.523204183449923,low
760.775305167296,15.821040509135482,30.546501482258904,76.4993781725197,12.440463419256993,low
267.8701712681535,88.93116628009403,19.356769893903007,49.65137176535127,34.383987017725076,low
957.7988619070869,88.88008510582966,28.83445463147354,50.10076684247326,12.505021500960062,low
821.7175327419494,54.6723399788644,20.605550231174405,92.50835080757888,13.33592446918454,low
594.1000834326874,10.908291581393526,21.716516049853155,24.504262054546988,13.564537488042157,low
294.0209974216839,61.93682416928509,28.651121981635583,66.66950120777277,38.86517645423626,med
499.89646361896325,32.85696690254886,31.714978204736507,37.88766708155621,38.89667618321834,low
209.72357975185307,87.59030613661112,11.078997798764403,91.29144909584569,25.831033272588996,low
994.3718368954403,15.903725178831909,23.84635711003302,97.54420284952792,25.692935325104465,low
703.51891050821,65.65989511876937,21.36352661919433,70.20464640672508,27.529429357693008,high
920.9264083927911,13.63571042731663,17.024079739805757,96.0329187261247,36.70791351672749,low
564.5254022285703,59.61060782412294,16.934529574528316,35.0496927779009,23.910952148199463,med
482.68178242084224,56.692488948069766,11.94336592412462,97.95158461329332,39.586322334388086,low
758.5293712157961,52.88770930752963,17.738190407158193,85.10360157655589,30.541935176616377,med
330.09355147591305,82.8741747595074,30.563431073079226,95.98399306335392,31.771585251650798,low
690.732156748632,43.45944290324951,33.31821208385033,89.28511116003267,11.356560103185682,low
221.0935795978016,40.117069350243966,30.263833269545824,98.98209034519556,14.512506733105845,low
675.304572281708,40.47126853048172,34.24785994536508,87.36951385085669,35.149861141334135,low
574.9545278359763,43.185560187013216,16.835176798267657,24.51003973207417,35.9416712876516,low
850.3208073040621,89.97741386289044,34.91592092684763,64.4345364482102,33.06962245541531,low
955.8125839059425,77.97179125419292,16.18370254357994,56.04353082480748,13.87478245454485,low
963.2408218069779,58.493970756070404,15.716070137586568,73.73605475246853,28.543847213736875,med
486.5301744262724,19.08460737597032,26.78932988981999,61.62461607230347,33.16955175206918,low
616.1308008895946,78.1745200254832,23.797670969362137,64.87503772283091,36.29960807975035,med
522.7862929699177,20.72121827605126,10.719566907833475,80.41098045388952,28.60928654060394,low
763.2638144793789,27.037132920712857,13.409286889669243,21.163573253430556,20.51762676419791,low
671.9341494837065,41.379523607978584,20.936873050593228,92.33269555949987,20.44766401069901,med
611.1915913278486,72.69224101929144,19.913569558031753,69.76693601822987,35.87091126240236,med
959.6164989261136,21.765878474323035,33.16469062903736,59.369303446363055,17.74733164896875,low
567.3086049906091,88.40260602283817,22.31545234982174,46.300128823000655,29.002025629501773,med
392.11649502255443,16.06906624869311,13.22199304776623,30.243667116621793,14.55708080536883,low
311.0617381195281,61.26997958425717,14.54700210997862,47.65338266590906,36.90365229718036,med
579.1693122102979,63.40461908168217,14.307996780040746,35.38312150469366,11.226058487994365,med
335.14805045773164,32.287227122556686,14.42526210691867,27.096202700564447,13.619076133018025,low
568.6230144261806,26.5066974724634,19.10674652620189,60.27338166838855,30.71184485888096,med
231.44971187287916,73.95283191272341,25.697509737272696,26.540722555909753,36.20735872320331,low
936.6979204254505,14.8862367883891,16.921941203680092,84.4961023834449,32.447790711509754,low
347.6168154851018,26.747945866936824,19.26180256978455,58.761838815281706,28.54764314590888,low
495.13091165581795,47.002777290651835,28.686773453343914,22.934656231247832,17.573108330320622,low
770.6796687076419,81.61654701497595,22.791936052891653,62.569078821225254,13.215160340193282,med
557.9298934587637,52.60938131640185,16.06176259086824,41.539458475950475,21.31852489313868,med
216.0569582221811,35.76633324665426,15.286200174913617,46.19978817423317,13.592863954577536,low
912.421824591916,57.48739628432389,26.97755797861224,83.13369908858706,24.95326596787172,low
269.53623046993897,52.968523345483824,24.671027950521978,79.6351579347464,22.94978638689038,low
302.06424223645104,32.702072463897956,19.077057409965878,71.67337930652809,27.123349140067358,med
484.877380718277,88.92121990343837,25.14437048392218,38.97814333887956,13.053474178612113,low
322.2873113474656,29.67661827076065,14.017034331488892,34.925361924104465,18.55285506081541,low
338.6988762358038,81.74123397011401,12.005843641541055,61.960911165620374,22.311904809689846,med
985.9028935268851,18.963112173444188,19.946389976143543,97.55763466202951,35.96521377681941,low
853.657656759424,30.632226163595185,14.272189684751645,73.49145759395448,37.88127967382758,low
645.4103144111439,55.72901515759199,16.999477341507102,81.55943465535495,15.6113124567257,low
458.9433891233949,44.034915089313344,22.690259467111375,39.392778593206415,13.445104742176106,low
688.4960339533061,33.09044425922046,24.530955535565305,32.34901722193619,24.434203055644524,med
626.0715460412687,14.145882945794153,18.415106954848014,30.75317415511794,11.901249114183033,low
991.9681859119562,35.788307597977834,30.246861146365873,40.37125238110111,30.44508166671788,low
808.1822879117492,57.651099248627546,21.78940471375396,52.947273131781486,20.46604799628986,low
943.6233153982607,76.44955262301833,34.12567276666282,29.943777878843576,31.92602425610933,low
950.6723654568302,24.498645293252814,11.662406684169436,79.28965194320472,27.234193395397355,low
873.4630214066176,21.18179013010316,29.881682796497255,36.13018560381956,14.909678285971136,low
331.41263834479435,75.16597761851057,26.629930517405004,61.845233981529546,20.764914523705073,med
901.7604326504866,41.395608593810834,30.41498598678943,55.13079268561747,21.308332882747226,low
570.1438285356851,34.110229933131365,28.690234504406277,60.217631207398334,16.96638085440452,med
919.6596586196548,40.711297709856915,23.588821527849717,92.51776887716376,28.727139877419763,low
293.5184325666913,85.18656988907802,25.692701326785446,46.79244917256689,14.178162179901618,low
835.2201514162368,59.60582047428108,23.33652729940804,91.51140664407662,33.65791633673592,low
321.3399037862009,34.93776542364386,16.212228495361643,79.51570340581415,11.005973042073382,low
655.9117478970531,70.99669485925524,31.919140919043738,47.366539897272595,34.637719140160385,med
288.5053895641658,77.71618333876145,13.18721655829956,51.78298324482938,33.91886097338661,low
319.933941879019,28.340111618611317,28.056314209826656,77.60292292368595,29.234428986558918,low
755.15875557368,53.417955467807694,16.294976472673817,47.65567948031355,15.44793150404277,med
926.7604490669027,56.671343581289634,20.021285419090997,56.96046429153061,38.41850018835446,low
322.6811224928642,56.89838656134378,22.64721697211165,68.91633883477184,10.543305514625215,med
897.6991271553212,84.56946259868899,24.12832958973022,75.73206591015138,37.67498143531887,low
765.7909074507189,22.20312343314091,24.40720900417033,68.53720371062848,22.72392013907158,med
789.1553884997783,84.74936118152118,33.13921282266941,56.06714971233057,13.397141375222658,low
987.8729591698676,77.11184691567473,13.116567030081672,93.66735060938979,36.09689086186385,low
615.0704457008577,57.30203485959434,19.975067596753256,24.380931105762507,20.05591724937703,med
842.2827588784091,10.370561840368229,18.337479292278605,51.85349548727547,26.121868088137685,low
935.8844931302084,37.707679549276904,18.673830047405694,79.00009984877987,23.566538226694213,low
379.6838583519856,46.195161290615474,13.521425509494996,34.110958920497865,24.951033182184393,med
535.1403596036383,83.187672085448,19.059847477915827,66.44706802224349,28.96792863758591,med
210.47556527066692,63.08298976133685,14.450899171743785,96.88562539755641,14.459881832593389,low
531.699298981619,16.82797344629151,34.92185629614868,60.175600826499405,27.861550519601312,med
253.661181910742,69.99683763193423,15.247639827389644,91.84434315525709,16.154189214460217,low
352.55017653093324,12.92397342784759,21.80167362774998,65.18729066100931,11.97125918285057,low
820.4220933560084,46.26310677984221,23.1097567331895,55.26101975505825,22.02289182625978,med
647.7122650465743,22.419219674457,14.548203262381778,88.94284968108138,38.38346386400898,low
498.64745302380237,31.659573851484303,26.099988580975396,52.698733687847714,10.761590669810346,low
324.9220778929523,67.2777783077918,26.473098547753786,22.16767940027868,16.659164857988483,low
384.8598372704571,63.751419487898275,10.492763443859104,28.32868655876591,33.99748256119568,low
342.8357296434669,62.219688628149974,15.954569526168163,27.955311420747613,17.295165729983623,low
777.8135454845274,78.45571744850287,30.75549661417479,51.77468236947639,30.042554097119385,med
363.9874363326568,33.45181842088106,32.40839546302799,21.04015388085888,12.565255925634043,low
366.3090041168218,12.122576309905577,14.535885877244933,66.64332487757537,22.64273651777494,med
914.1373688615798,75.39548493907527,18.5454337924469,40.7538746745034,21.390772245018006,low
672.2359540118462,31.4450912658301,25.603722696228353,52.752932175299236,26.561415425559407,med
548.9012233082533,33.55726076335341,33.71133267405392,81.08846353278086,14.203395272993577,low
894.7743807183302,48.99449585996109,32.363805672352285,83.98842047578522,22.756405134077003,low
217.9754466560939,31.494188750795686,23.540855366521672,70.67825758609177,17.73663056299607,low
311.4848592582593,76.79441894394392,34.61005451758881,62.055214584214866,15.150378575449105,low
417.8458612154952,11.471254123797339,32.857470164012476,29.42008663121129,27.295494265427607,low
419.2441765497648,54.33424020126347,26.285509708796607,86.37934429657614,16.1926381528181,low
208.7966629267844,20.950850405504582,32.50046604620263,89.91120620500122,27.922393065109247,low
680.4134883469227,63.20293396370044,14.38428196558624,93.15295567399679,22.563115746762193,med
506.510822599598,51.513416422627,11.174149169376376,33.30266950048635,32.141008492791116,low
266.2389343401012,58.252168757311054,16.133727742033024,51.143649123358124,18.660812103120996,low
484.53817317195933,67.52367241473964,17.428042890579377,65.31237122375177,24.28151206597299,high
730.9369322901185,84.94637914598064,28.31430243025626,37.19523028726054,10.93549405183854,low
409.81123543986007,57.60623445602039,11.285645337106258,59.70929977609891,27.905285467506676,med
467.3951126535687,71.67297629966575,12.664956328344296,26.0110225388647,31.8456626861081,med
596.3930529649588,65.07219171421889,20.870683465093656,39.712162659128545,34.57306953022599,med
839.5327031751834,65.57571766835414,16.803628430749068,67.21845334952697,20.829216908200806,med
273.2656586613073,83.38508603697943,13.420465772974035,96.0189883056642,23.380173188738674,low
348.1063430708957,53.35207579026865,31.823645896910207,78.5779909127649,34.19683443584349,low
727.0266933685739,65.3821251614282,31.229891289132983,39.97344070873488,24.682748909294215,med
376.9675534556818,89.01344063973175,33.60148349216533,23.154144909480472,31.167255175470654,low
940.1986539325327,24.446027610186682,24.198630763815736,93.23906380704335,11.018379357573965,low
757.936213797472,33.78792058980406,33.10990488441326,97.68465961322943,38.32799467340302,low
579.371373325971,78.96341207914507,31.11373496337676,45.528037859460454,34.86746422452032,low
229.6061077723941,57.70159027856424,15.750220932192576,29.645350862182305,12.308596048876275,low
757.0310207025118,37.18999710144529,28.119169288219037,25.22850726391539,19.45871013491831,low
631.5930339002698,73.25785318711709,17.968812573301747,70.07131011496072,36.57933244708562,med
692.6905505458437,28.636757980290703,10.61001953891345,89.60790991207439,10.638082325511615,low
899.7613381473595,52.31497072217696,33.476692462822406,83.90265886189323,39.93802331600013,low
480.5694523613681,71.37506311449016,20.048272840231053,58.39004962431271,28.825163896551103,med
898.941691349071,88.72667753594361,29.206835346612955,53.4213425733867,22.640710068312103,low
790.0658412711132,29.102171661464187,12.761852828284866,48.36977261126212,18.61716974962245,med
437.04649636479206,28.688620083992795,11.052329740909046,21.429914778673105,39.63167169208094,low
542.2185069886898,40.74613177277453,26.991182067326747,37.46031102920513,38.49883551850676,low
829.0760115324416,17.15288018498076,20.43951939462321,90.32946460497317,38.34196066874231,low
573.9212089998957,59.07291113685662,14.17584865230188,99.29349009095813,16.950151041503304,low
954.1854193081006,61.97173191938948,25.19341987197148,61.015080881320685,16.92009435153276,med
341.2224256044066,27.63889672561403,14.660956553606363,82.36675788534026,20.5037577750019,low
246.2741412507171,87.52821041126491,32.09464712408564,94.22018265561704,39.847234679393054,low
339.1161993755899,41.699361512212704,28.955961892602282,75.68164944430337,14.616877190195652,low
852.6664999924942,27.955245746932853,15.595440370565576,62.957953831473084,27.788198045251093,med
664.0689662702489,17.31894699182039,31.93652156575951,41.24800340709648,13.885447638484125,low
910.9984638951818,86.45211985838027,31.553190431636267,84.76128597799024,29.65725941917065,low
640.6858964873114,16.958940792912813,20.211330326767467,49.81508136098512,17.792613512809787,low
778.736090950868,49.67005880630167,12.026155397691198,37.6146561559849,30.497762909787877,med
260.9046875922402,78.0965531239015,22.37866317534936,58.44692618613184,27.772233539785528,low
859.7447727401193,37.824736632175444,26.95040381397659,65.2585571196633,18.01084810508264,low
902.9039890841264,73.79408172855425,26.461295866460638,88.04653832753935,36.01882602879407,low
766.6903813720278,76.96106626909376,27.43678654173209,74.41126174082403,28.558341346455528,med
802.173311646113,22.688408423445896,32.02176897997321,89.74748221961856,10.877418491036774,low
860.6534004518102,20.309589397875616,18.377971356478547,79.48066050332862,14.822796881449246,low
854.3736192952498,76.57073423661936,22.686693344020906,20.510869737346688,18.61114399524738,low
693.5415347005937,88.49489424219388,25.79533817541671,40.78428648513278,29.020171092988342,med
631.9883037726844,72.3876316120915,12.67451597067396,80.88223220016224,26.23799736028331,med
970.3936030871957,37.34977328309489,25.815547328348703,94.5622484408014,13.075291839720379,low
949.7827897891609,65.03085778406506,11.695926477629298,44.0770853557453,31.24516265935845,med
253.88048117501737,56.57363681410186,18.64707642382392,69.67324142139816,11.372261014375386,low
897.2294449219011,87.87911753419175,34.22194638214229,79.97214653943398,13.902587203918959,low
806.610556743218,11.96695331670412,10.553088788224931,45.8888175319633,24.659295712139972,low
816.3259342462345,64.66363012852042,21.14756765941871,41.89013330253327,39.913735004731336,low
540.9450417887783,46.11096194637404,14.09059552979173,83.58476389999436,30.81046677344466,med
376.61569023100833,16.590483649267416,27.012482551867826,72.36089714249081,18.197785809946282,med
960.6908498003282,22.08463134247202,20.80837002606505,95.4892736134079,22.59181950778367,low
710.8207581312685,41.80755183702354,16.85538005871675,98.71821183678625,22.280020189451292,med
915.2793629433075,28.396368471286895,15.327617600627082,22.49072663076091,29.55000476127655,low
494.8210749790089,79.14865998717096,21.83024766728893,97.45547423317774,15.565765471093634,low
894.8985343644887,72.12774822333934,29.2730461161013,87.58265824935101,32.830719728289964,low
700.9762573051323,20.499590214591006,10.813154487281299,93.66782782525495,28.49950943562214,low
837.229832780941,48.52178812100401,12.932704724059862,30.014863376204033,30.56695861686914,low
544.2447159195701,26.041978136026938,22.289863668535922,25.13671496601073,27.459142057431965,med
415.1947235480782,73.80472805097506,17.759048973089342,56.4176119265441,10.348616197243018,med
257.9575102356471,41.399484512534784,21.998470867928088,68.0016438495443,18.749877361279097,med
755.9855089012341,78.80979177513636,29.496274722333744,23.16950602786857,24.415208417734867,med
283.9441427345399,29.363601269002196,34.66656483167866,31.39964343212106,24.966644603540683,low
